word_en,word_pt,polarity
OVERVALUING,Supervalorizando,-1
PANIC,Pânico,-1
PANICS,Entra Em Pânico,-1
PENALIZE,PENALIZARs;PENALIZAR,-1
PENALIZED,Penalizadas;Penalizada;Penalizados;Penalizado,-1
PENALIZES,Penalizadas;Penalizada;Penalizados;Penalizado,-1
PENALIZING,Penalizanda;Penalizando;Penalizandas;Penalizandos,-1
PENALTIES,Penalidades;Penalidadess,-1
PENALTY,PENAs;PENA,-1
PERFECT,PERFEITO;PERFEITOs,1
PERFECTED,Aperfeiçoados;Aperfeiçoadas;Aperfeiçoado;Aperfeiçoada,1
PERFECTLY,PERFEITAMENTE;PERFEITAMENTEs,1
PERFECTS,Aperfeiçoamentos;Aperfeiçoamentoss,1
PERIL,PERIGO;PERIGOs,-1
PERILS,Perigos;Perigoss,-1
PERJURY,PERJÚRIOs;PERJÚRIO,-1
PERPETRATE,PERPETRARs;PERPETRAR,-1
PERPETRATED,Perpetradas;Perpetrado;Perpetrados;Perpetrada,-1
PERPETRATES,Perperevos;Perperevas;Perpereva;Perperevo,-1
PERPETRATING,Perpetrandos;Perpetrando;Perpetrandas;Perpetranda,-1
PERPETRATION,PERPETRAÇÃOs;PERPETRAÇÃO,-1
PERSIST,PERSISTIR;PERSISTIRs,-1
PERSISTED,Persistiu;Persistius,-1
PERSISTENCE,PERSISTÊNCIAs;PERSISTÊNCIA,-1
PERSISTENT,PERSISTENTE;PERSISTENTEs,-1
PERSISTENTLY,Persistentemente;Persistentementes,-1
PERSISTING,Persistindo;Persistinda;Persistindas;Persistindos,-1
PERSISTS,Persistes;Persiste,-1
PERVASIVE,Difundido;Difundidos;Difundida;Difundidas,-1
PERVASIVELY,Generalizada;Generalizado;Generalizados;Generalizadas,-1
PERVASIVENESS,Pervasãas;Pervasãos;Pervasão;Pervasãa,-1
PETTY,PEQUENO;PEQUENOs,-1
PICKET,PIQUETEs;PIQUETE,-1
PICKETED,Piquete;Piquetes,-1
PICKETING,Piquete;Piquetes,-1
PLAINTIFF,Autor;Autors,-1
PLAINTIFFS,Autores;Autoress,-1
PLEA,DECLARARs;DECLARAR,-1
PLEAD,Implorar;Implorars,-1
PLEADED,Implorous;Implorou,-1
PLEADING,Suplicanda;Suplicandos;Suplicando;Suplicandas,-1
PLEADINGS,Alegaçõess;Alegações,-1
PLEADS,Implora;Imploro;Imploros;Imploras,-1
PLEAS,Pedidoss;Pedidos,-1
PLEASANT,PRAZEROSOs;PRAZEROSO,1
PLEASANTLY,AGRADAVELMENTE;AGRADAVELMENTEs,1
PLEASED,SATISFEITOs;SATISFEITO,1
PLEASURE,PRAZER;PRAZERs,1
PLED,Prometidas;Prometida;Prometido;Prometidos,-1
PLENTIFUL,ABUNDANTEs;ABUNDANTE,1
POOR,POBRE;POBREs,-1
POORLY,Mal;Mals,-1
POPULAR,POPULAR;POPULARs,1
POPULARITY,POPULARIDADE;POPULARIDADEs,1
POSES,Posess;Poses,-1
POSING,Posando;Posanda;Posandos;Posandas,-1
POSITIVE,POSITIVOs;POSITIVO,1
POSITIVELY,POSITIVAMENTEs;POSITIVAMENTE,1
POSTPONE,ADIARs;ADIAR,-1
POSTPONED,POSTERGADOs;POSTERGADO,-1
POSTPONEMENT,ADIAMENTO;ADIAMENTOs,-1
POSTPONEMENTS,Adiamentos;Adiamentoss,-1
POSTPONES,Adiada;Adiado;Adiados;Adiadas,-1
POSTPONING,Adiada;Adiado;Adiados;Adiadas,-1
PRECIPITATED,Precipitadas;Precipitada;Precipitado;Precipitados,-1
PRECIPITOUS,Precipitadas;Precipitada;Precipitado;Precipitados,-1
PRECIPITOUSLY,Precipitadamente;Precipitadamentes,-1
PRECLUDE,Impedirs;Impedir,-1
PRECLUDED,Impedidas;Impedidos;Impedido;Impedida,-1
PRECLUDES,Impede;Impedes,-1
PRECLUDING,Impedindas;Impedindos;Impedindo;Impedinda,-1
PREDATORY,PREDATÓRIOs;PREDATÓRIO,-1
PREEMINENCE,PREEMINÊNCIAs;PREEMINÊNCIA,1
PREEMINENT,Proeminentes;Proeminente,1
PREJUDICE,PRECONCEITO;PRECONCEITOs,-1
PREJUDICED,Preconceituosa;Preconceituoso;Preconceituosos;Preconceituosas,-1
PREJUDICES,Preconceitos;Preconceitoss,-1
PREJUDICIAL,PREJUDICIAL;PREJUDICIALs,-1
PREJUDICING,Preconceitas;Preconceitos;Preconceita;Preconceito,-1
PREMATURE,PREMATURO;PREMATUROs,-1
PREMATURELY,Prematuramente;Prematuramentes,-1
PREMIER,Premiers;Premier,1
PREMIERE,Premieres;Premiere,1
PRESSING,Urgente,-1
PRESTIGE,Prestígio,1
PRESTIGIOUS,Prestigioso,1
PRETRIAL,Pré-Julgamento,-1
PREVENTING,Prevenindo,-1
PREVENTION,Prevenção,-1
PREVENTS,Previne,-1
PROACTIVE,Proativo,1
PROACTIVELY,Proativamente,1
PROBLEM,Problema,-1
PROBLEMATIC,Problemático,-1
PROBLEMATICAL,Problemático,-1
PROBLEMS,Problemas,-1
PROFICIENCY,Proficiência,1
PROFICIENT,Proficiente,1
PROFICIENTLY,Proficientemente,1
PROFITABILITY,Lucratividade,1
PROFITABLE,Lucrativo,1
PROFITABLY,Lucrativamente,1
PROGRESS,Progresso,1
PROGRESSED,Progrediu,1
PROGRESSES,Progride,1
PROGRESSING,Progredindo,1
PROLONG,PROLONGAR;PROLONGARs,-1
PROLONGATION,PROLONGAMENTOs;PROLONGAMENTO,-1
PROLONGATIONS,Prolongamento;Prolongamenta;Prolongamentos;Prolongamentas,-1
PROLONGED,PROLONGADOs;PROLONGADO,-1
PROLONGING,Prolongandos;Prolongandas;Prolongando;Prolonganda,-1
PROLONGS,Prolongo;Prolongas;Prolonga;Prolongos,-1
PRONE,PROPENSOs;PROPENSO,-1
PROSECUTE,PROCESSAR;PROCESSARs,-1
PROSECUTED,Processada;Processados;Processadas;Processado,-1
PROSECUTES,Processoss;Processos,-1
PROSECUTING,Processandas;Processando;Processanda;Processandos,-1
PROSECUTION,Acusação;Acusaçãos;Acusaçãas;Acusaçãa,-1
PROSECUTIONS,Processoss;Processos,-1
PROSPERED,Prosperada;Prosperado;Prosperados;Prosperadas,1
PROSPERING,Prosperanda;Prosperandos;Prosperandas;Prosperando,1
PROSPERITY,PROSPERIDADE;PROSPERIDADEs,1
PROSPEROUS,PRÓSPERO;PRÓSPEROs,1
PROSPERS,Prosperss;Prospers,1
PROTEST,PROTESTOs;PROTESTO,-1
PROTESTED,Protestada;Protestados;Protestadas;Protestado,-1
PROTESTER,Manifestantes;Manifestante,-1
PROTESTERS,Manifestantess;Manifestantes,-1
PROTESTING,Protestandos;Protestanda;Protestandas;Protestando,-1
PROTESTOR,Manifestantes;Manifestante,-1
PROTESTORS,Manifestantess;Manifestantes,-1
PROTESTS,Protestoss;Protestos,-1
PROTRACTED,PROLONGADOs;PROLONGADO,-1
PROTRACTION,PROTRAÇÃO;PROTRAÇÃOs,-1
PROVOKE,PROVOCARs;PROVOCAR,-1
PROVOKED,Provocados;Provocado;Provocadas;Provocada,-1
PROVOKES,Provocas;Provocos;Provoca;Provoco,-1
PROVOKING,Provocadors;Provocador,-1
PUNISHED,PUNIDOs;PUNIDO,-1
PUNISHES,Puneis;Punei,-1
PUNISHING,Puniçãos;Puniçãas;Puniçãa;Punição,-1
PUNISHMENT,PUNIÇÃO;PUNIÇÃOs,-1
PUNISHMENTS,Punições;Puniçõess,-1
PUNITIVE,Punitivo;Punitivos;Punitivas;Punitiva,-1
PURPORT,Purnport;Purnports,-1
PURPORTED,Supostamente;Supostamentes,-1
PURPORTEDLY,Supostamente;Supostamentes,-1
PURPORTING,Pretendenda;Pretendendas;Pretendendos;Pretendendo,-1
PURPORTS,Pursoportss;Pursoports,-1
QUESTION,PERGUNTAs;PERGUNTA,-1
QUESTIONABLE,QUESTIONÁVEL;QUESTIONÁVELs,-1
QUESTIONABLY,Questionavelmentes;Questionavelmente,-1
QUESTIONED,Questionados;Questionadas;Questionada;Questionado,-1
QUESTIONING,Questionamentos;Questionamenta;Questionamento;Questionamentas,-1
QUESTIONS,QUESTÕESs;QUESTÕES,-1
QUIT,DESISTIRs;DESISTIR,-1
QUITTING,Desistindo;Desistinda;Desistindas;Desistindos,-1
RACKETEER,Racketeers;Racketeer,-1
RACKETEERING,Extorsãas;Extorsãa;Extorsão;Extorsãos,-1
RATIONALIZATION,RACIONALIZAÇÃOs;RACIONALIZAÇÃO,-1
RATIONALIZATIONS,Racionalizações;Racionalizaçõess,-1
RATIONALIZE,RACIONALIZAR;RACIONALIZARs,-1
RATIONALIZED,Racionalizado;Racionalizada;Racionalizadas;Racionalizados,-1
RATIONALIZES,Racionalizas;Racionaliza;Racionalizo;Racionalizos,-1
RATIONALIZING,Racionalizanda;Racionalizando;Racionalizandas;Racionalizandos,-1
REASSESSMENT,REAVALIAÇÃO;REAVALIAÇÃOs,-1
REASSESSMENTS,Reavaliações;Reavaliaçõess,-1
REASSIGN,Reatribuir;Reatribuirs,-1
REASSIGNED,Reatribuída;Reatribuído;Reatribuídas;Reatribuídos,-1
REASSIGNING,Ratrodendas;Ratrodendos;Ratrodenda;Ratrodendo,-1
REASSIGNMENT,Reatribuição;Reatribuiçãa;Reatribuiçãos;Reatribuiçãas,-1
REASSIGNMENTS,Reatribuiçõess;Reatribuições,-1
REASSIGNS,Reatribues;Reatribuess,-1
REBOUND,Rebote;Rebotes,1
REBOUNDED,Recuperous;Recuperou,1
REBOUNDING,Recuperaçãos;Recuperaçãas;Recuperaçãa;Recuperação,1
RECALL,LEMBRARs;LEMBRAR,-1
RECALLED,Recordado;Recordados;Recordadas;Recordada,-1
RECALLING,Lembranda;Lembrandos;Lembrando;Lembrandas,-1
RECALLS,Recordess;Recordes,-1
RECEPTIVE,RECEPTIVOs;RECEPTIVO,1
RECESSION,RECESSÃO;RECESSÃOs,-1
RECESSIONARY,Recessãos;Recessão;Recessãa;Recessãas,-1
RECESSIONS,Recessõess;Recessões,-1
RECKLESS,IRRESPONSÁVELs;IRRESPONSÁVEL,-1
RECKLESSLY,Imprudentementes;Imprudentemente,-1
RECKLESSNESS,Imprudêncio;Imprudência;Imprudêncios;Imprudências,-1
REDACT,REDIGIRs;REDIGIR,-1
REDACTED,Redigidos;Redigida;Redigidas;Redigido,-1
REDACTING,Redação;Redaçãos;Redaçãas;Redaçãa,-1
REDACTION,REDAÇÃO;REDAÇÃOs,-1
REDACTIONS,Redação;Redaçãos;Redaçãas;Redaçãa,-1
REDEFAULT,Redefaults;Redefault,-1
REDEFAULTED,Redefinida;Redefinido;Redefinidos;Redefinidas,-1
REDEFAULTS,Redefaults;Redefaultss,-1
REDRESS,REPARAÇÃOs;REPARAÇÃO,-1
REDRESSED,Corrigidos;Corrigido;Corrigidas;Corrigida,-1
REDRESSES,Reparaçõess;Reparações,-1
REDRESSING,Corrigirs;Corrigir,-1
REFUSAL,RECUSA;RECUSAs,-1
REFUSALS,Recusas;Recusass,-1
REFUSE,RECUSARs;RECUSAR,-1
REFUSED,Recusou;Recusous,-1
REFUSES,Recusas;Recusa;Recusos;Recuso,-1
REFUSING,Recusanda;Recusando;Recusandas;Recusandos,-1
REGAIN,RECUPERAR;RECUPERARs,1
REGAINED,Recuperados;Recuperadas;Recuperada;Recuperado,1
REGAINING,Recuperandas;Recuperandos;Recuperando;Recuperanda,1
REJECT,REJEITAR;REJEITARs,-1
REJECTED,Rejeitado;Rejeitada;Rejeitados;Rejeitadas,-1
REJECTING,Rejeitandos;Rejeitanda;Rejeitando;Rejeitandas,-1
REJECTION,REJEIÇÃOs;REJEIÇÃO,-1
REJECTIONS,Rejeiçõess;Rejeições,-1
REJECTS,Rejeita;Rejeito;Rejeitas;Rejeitos,-1
RELINQUISH,Abandonars;Abandonar,-1
RELINQUISHED,Abandonados;Abandonadas;Abandonado;Abandonada,-1
RELINQUISHES,Renuncias;Renuncios;Renuncia;Renuncio,-1
RELINQUISHING,Abandonando;Abandonandos;Abandonanda;Abandonandas,-1
RELINQUISHMENT,Renunciars;Renunciar,-1
RELINQUISHMENTS,Renunciandos;Renunciandas;Renuncianda;Renunciando,-1
RELUCTANCE,RELUTÂNCIAs;RELUTÂNCIA,-1
RELUCTANT,RELUTANTE;RELUTANTEs,-1
RENEGOTIATE,Renegociado;Renegociados;Renegociadas;Renegociada,-1
RENEGOTIATED,Renegociado;Renegociados;Renegociadas;Renegociada,-1
RENEGOTIATES,Renegocioss;Renegocios,-1
RENEGOTIATING,Renegociandas;Renegocianda;Renegociando;Renegociandos,-1
RENEGOTIATION,Renegociaçãos;Renegociação;Renegociaçãa;Renegociaçãas,-1
RENEGOTIATIONS,Renegociaçõess;Renegociações,-1
RENOUNCE,RENÚNCIAs;RENÚNCIA,-1
RENOUNCED,Renunciada;Renunciadas;Renunciados;Renunciado,-1
RENOUNCEMENT,RENÚNCIAs;RENÚNCIA,-1
RENOUNCEMENTS,Renúncia;Renúncios;Renúncias;Renúncio,-1
RENOUNCES,Renuncias;Renuncios;Renuncia;Renuncio,-1
RENOUNCING,Renunciandos;Renunciandas;Renuncianda;Renunciando,-1
REPARATION,REPARAÇÃOs;REPARAÇÃO,-1
REPARATIONS,Reparaçõess;Reparações,-1
REPOSSESSED,Recompensados;Recompensado;Recompensada;Recompensadas,-1
REPOSSESSES,Reposessa;Reposessas;Reposessos;Reposesso,-1
REPOSSESSING,Revoimessandos;Revoimessanda;Revoimessandas;Revoimessando,-1
REPOSSESSION,REPOSSissãas;REPOSSissãa;REPOSSissãos;REPOSSissão,-1
REPOSSESSIONS,Repostõess;Repostões,-1
REPUDIATE,REPUDIARs;REPUDIAR,-1
REPUDIATED,Repudiadas;Repudiados;Repudiado;Repudiada,-1
REPUDIATES,Repudias;Repudiass,-1
REPUDIATING,Repudianda;Repudiando;Repudiandas;Repudiandos,-1
REPUDIATION,REPÚDIOs;REPÚDIO,-1
REPUDIATIONS,Repúdias;Repúdio;Repúdios;Repúdia,-1
RESIGN,Renunciars;Renunciar,-1
RESIGNATION,RENÚNCIAs;RENÚNCIA,-1
RESIGNATIONS,Demissõess;Demissões,-1
RESIGNED,RESIGNADOs;RESIGNADO,-1
RESIGNING,Renunciandos;Renunciandas;Renuncianda;Renunciando,-1
RESIGNS,Renuncias;Renuncios;Renuncia;Renuncio,-1
RESOLVE,RESOLVERs;RESOLVER,1
RESTATE,Reafirmar;Reafirmars,-1
RESTATED,Reafirmado;Reafirmada;Reafirmados;Reafirmadas,-1
RESTATEMENT,Recompenso;Recompensas;Recompensa;Recompensos,-1
RESTATEMENTS,Afternations;Afternationss,-1
RESTATES,Reafirmos;Reafirma;Reafirmas;Reafirmo,-1
RESTATING,Reafirmar;Reafirmars,-1
RESTRUCTURE,Reestruturars;Reestruturar,-1
RESTRUCTURED,Reestruturada;Reestruturadas;Reestruturados;Reestruturado,-1
RESTRUCTURES,Reestruturos;Reestruturo;Reestruturas;Reestrutura,-1
RESTRUCTURING,Reestruturação;Reestruturaçãas;Reestruturaçãos;Reestruturaçãa,-1
RESTRUCTURINGS,Reestruturações;Reestruturaçõess,-1
RETALIATE,RETALIARs;RETALIAR,-1
RETALIATED,Retaliada;Retaliado;Retaliadas;Retaliados,-1
RETALIATES,Retalias;Retalios;Retalio;Retalia,-1
RETALIATING,Retaliaçãa;Retaliaçãas;Retaliação;Retaliaçãos,-1
RETALIATION,RETALIAÇÃOs;RETALIAÇÃO,-1
RETALIATIONS,Retaliaçõess;Retaliações,-1
RETALIATORY,Retaliatória;Retaliatórios;Retaliatórias;Retaliatório,-1
RETRIBUTION,RETRIBUIÇÃO;RETRIBUIÇÃOs,-1
RETRIBUTIONS,Retribuições;Retribuiçõess,-1
REVOCATION,REVOGAÇÃO;REVOGAÇÃOs,-1
REVOCATIONS,Revocaçõess;Revocações,-1
REVOKE,REVOGARs;REVOGAR,-1
REVOKED,Revogados;Revogada;Revogadas;Revogado,-1
REVOKES,Revogação;Revogaçãa;Revogaçãas;Revogaçãos,-1
REVOKING,Revogando;Revoganda;Revogandas;Revogandos,-1
REVOLUTIONIZE,REVOLUCIONAR;REVOLUCIONARs,1
REVOLUTIONIZED,Revolucionado;Revolucionada;Revolucionadas;Revolucionados,1
REVOLUTIONIZES,Revoluciona;Revoluciono;Revolucionas;Revolucionos,1
REVOLUTIONIZING,Revolucionando;Revolucionanda;Revolucionandos;Revolucionandas,1
REWARD,RECOMPENSAs;RECOMPENSA,1
REWARDED,Recompensados;Recompensado;Recompensada;Recompensadas,1
REWARDING,Gratificantes;Gratificante,1
RIDICULE,RIDÍCULOs;RIDÍCULO,-1
RIDICULED,Ridicularizados;Ridicularizado;Ridicularizada;Ridicularizadas,-1
RIDICULES,Ridículos;Ridículoss,-1
RIDICULING,Ridículo;Ridículos;Ridícula;Ridículas,-1
RISKIER,Mais arriscada;Mais arriscados;Mais arriscadas;Mais arriscado,-1
RISKIEST,Mais arriscada;Mais arriscados;Mais arriscadas;Mais arriscado,-1
RISKY,ARRISCADOs;ARRISCADO,-1
SABOTAGE,SABOTAR;SABOTARs,-1
SACRIFICE,SACRIFÍCIOs;SACRIFÍCIO,-1
SACRIFICED,Sacrificado;Sacrificados;Sacrificada;Sacrificadas,-1
SACRIFICES,Sacrifícioss;Sacrifícios,-1
SACRIFICIAL,SACRIFICIALs;SACRIFICIAL,-1
SACRIFICING,Sacrifício;Sacrifícios;Sacrifícias;Sacrifícia,-1
SATISFACTION,SATISFAÇÃO;SATISFAÇÃOs,1
SATISFACTORILY,Satisfatoriamentes;Satisfatoriamente,1
SATISFACTORY,SATISFATÓRIO;SATISFATÓRIOs,1
SATISFIED,Satisfeitos;Satisfeitas;Satisfeita;Satisfeito,1
SATISFIES,Satisfazs;Satisfaz,1
SATISFY,SATISFAZERs;SATISFAZER,1
SATISFYING,Satisfatório;Satisfatória;Satisfatórios;Satisfatórias,1
SCANDALOUS,ESCANDALOSOs;ESCANDALOSO,-1
SCANDALS,Escândalos;Escândaloss,-1
SCRUTINIZE,Examinars;Examinar,-1
SCRUTINIZED,Examinado;Examinados;Examinadas;Examinada,-1
SCRUTINIZES,Examino;Examina;Examinas;Examinos,-1
SCRUTINIZING,Examinanda;Examinandas;Examinando;Examinandos,-1
SCRUTINY,Escrutínio;Escrutínios;Escrutínias;Escrutínia,-1
SEIZE,APROVEITARs;APROVEITAR,-1
SEIZED,Apreendido;Apreendidos;Apreendidas;Apreendida,-1
SEIZES,Apreendes;Apreende,-1
SEIZING,Aproveitandas;Aproveitandos;Aproveitanda;Aproveitando,-1
SENTENCED,Sentenciada;Sentenciado;Sentenciados;Sentenciadas,-1
SENTENCING,Sentenço;Sentença;Sentenços;Sentenças,-1
SERIOUS,SÉRIOs;SÉRIO,-1
SERIOUSLY,SERIAMENTEs;SERIAMENTE,-1
SERIOUSNESS,GRAVIDADE;GRAVIDADEs,-1
SETBACK,REVÉSs;REVÉS,-1
SETBACKS,Contratempos;Contratemposs,-1
SEVER,Severs;Sever,-1
SEVERE,FORTE;FORTEs,-1
SEVERED,Cortados;Cortadas;Cortada;Cortado,-1
SEVERELY,SEVERAMENTE;SEVERAMENTEs,-1
SEVERITIES,Severidades;Severidadess,-1
SEVERITY,GRAVIDADE;GRAVIDADEs,-1
SHARPLY,Bruscamente;Bruscamentes,-1
SHOCKED,Chocado;Chocados;Chocada;Chocadas,-1
SHORTAGE,FALTA;FALTAs,-1
SHORTAGES,Escassez;Escassezs,-1
SHORTFALL,Déficits;Déficit,-1
SHORTFALLS,Déficits;Déficitss,-1
SHRINKAGE,ENCOLHIMENTOs;ENCOLHIMENTO,-1
SHRINKAGES,Encolhimentas;Encolhimentos;Encolhimenta;Encolhimento,-1
SHUT,FECHAR;FECHARs,-1
SHUTDOWN,DESLIGARs;DESLIGAR,-1
SHUTDOWNS,Desligamentos;Desligamentoss,-1
SHUTS,Fecha;Fechos;Fecho;Fechas,-1
SHUTTING,Fechando;Fechandos;Fechandas;Fechanda,-1
SLANDER,Calúnia,-1
SLANDERED,Caluniados;Caluniada;Caluniadas;Caluniado,-1
SLANDEROUS,Difamadas;Difamados;Difamada;Difamado,-1
SLANDERS,Calúnias;Calúniass,-1
SLIPPAGE,Deslizamentas;Deslizamentos;Deslizamento;Deslizamenta,-1
SLIPPAGES,Deslizamentos;Deslizamentoss,-1
SLOW,LENTOs;LENTO,-1
SLOWDOWN,DESACELERAR;DESACELERARs,-1
SLOWDOWNS,Desacelerações,-1
SLOWED,Desacelerou;Desacelerous,-1
SLOWER,MAIS DEVAGARs;MAIS DEVAGAR,-1
SLOWEST,Mais lenta;Mais lentos;Mais lento;Mais lentas,-1
SLOWING,Desacelerando;Desacelerandos;Desacelerandas;Desaceleranda,-1
SLOWLY,Lentamente,-1
SLOWNESS,Lentidão,-1
SLUGGISH,Lento,-1
SLUGGISHLY,Lentas;Lentos;Lenta;Lento,-1
SLUGGISHNESS,Lentidãas;Lentidão;Lentidãa;Lentidãos,-1
SMOOTH,SUAVE;SUAVEs,1
SMOOTHING,Suavização;Suavizaçãa;Suavizaçãas;Suavizaçãos,1
SMOOTHLY,Sem problemas;Sem problemass,1
SMOOTHS,Suaviza;Suavizos;Suavizo;Suavizas,1
SOLVENCIES,Solvências,-1
SOLVENCY,SOLVÊNCIA;SOLVÊNCIAs,-1
SOLVES,Resolve;Resolves,1
SOLVING,Resolvendo,1
SPAM,Spams;Spam,-1
SPAMMERS,Spammers,-1
SPAMMING,Spams;Spam,-1
SPECTACULAR,Espetacular,1
SPECTACULARLY,Espetacularmente;Espetacularmentes,1
STABILITY,ESTABILIDADE;ESTABILIDADEs,1
STABILIZATION,ESTABILIZAÇÃO;ESTABILIZAÇÃOs,1
STABILIZATIONS,Estabilizaçõess;Estabilizações,1
STABILIZE,ESTABILIZAR;ESTABILIZARs,1
STABILIZED,Estabilizado,1
STABILIZES,Estabiliza,1
STABILIZING,Estabilizandos;Estabilizanda;Estabilizandas;Estabilizando,1
STABLE,Estável,1
STAGGERING,Impressionantes;Impressionante,-1
STAGNANT,Estagnada;Estagnado;Estagnadas;Estagnados,-1
STAGNATE,ESTAGNAR;ESTAGNARs,-1
STAGNATED,Estagnada;Estagnado;Estagnadas;Estagnados,-1
STAGNATES,Estagnas;Estagna;Estagno;Estagnos,-1
STAGNATING,Estagnada;Estagnado;Estagnadas;Estagnados,-1
STAGNATION,ESTAGNAÇÃO;ESTAGNAÇÃOs,-1
STANDSTILL,Parada;Paradas;Parado;Parados,-1
STANDSTILLS,Paradass;Paradas,-1
STOLEN,ROUBADO;ROUBADOs,-1
STOPPAGE,Parada;Paradas;Parado;Parados,-1
STOPPAGES,Paradass;Paradas,-1
STOPPED,PAROUs;PAROU,-1
STOPPING,Parandas;Parandos;Parando;Paranda,-1
STOPS,Parada;Paradas;Parado;Parados,-1
STRAIN,VARIEDADEs;VARIEDADE,-1
STRAINED,Tensos;Tensa;Tenso;Tensas,-1
STRAINING,Striining;Striinings,-1
STRAINS,Cepass;Cepas,-1
STRENGTH,FORÇAs;FORÇA,1
STRENGTHEN,Fortalecers;Fortalecer,1
STRENGTHENED,Fortalecida;Fortalecidas;Fortalecidos;Fortalecido,1
STRENGTHENING,Fortalecimento;Fortalecimentas;Fortalecimentos;Fortalecimenta,1
STRENGTHENS,Fortaleces;Fortalece,1
STRENGTHS,Pontos fortes;Pontos fortess,1
STRESS,ESTRESSE;ESTRESSEs,-1
STRESSED,Estressados;Estressado;Estressada;Estressadas,-1
STRESSES,Tensõess;Tensões,-1
STRESSFUL,Estressantes;Estressante,-1
STRESSING,Estressantes;Estressante,-1
STRINGENT,RIGOROSO;RIGOROSOs,-1
STRONG,FORTE;FORTEs,1
STRONGER,MAIS FORTEs;MAIS FORTE,1
STRONGEST,Mais fortes;Mais forte,1
SUBJECTED,Submetidas;Submetido;Submetidos;Submetida,-1
SUBJECTING,Sujeito;Sujeitos;Sujeitas;Sujeita,-1
SUBJECTION,SUJEIÇÃO;SUJEIÇÃOs,-1
SUBPOENA,INTIMAÇÃOs;INTIMAÇÃO,-1
SUBPOENAED,Intimado;Intimados;Intimadas;Intimada,-1
SUBPOENAS,Intimaçãa;Intimação;Intimaçãas;Intimaçãos,-1
SUBSTANDARD,Abaixo do padrãos;Abaixo do padrãas;Abaixo do padrãa;Abaixo do padrão,-1
SUCCEED,Ter sucesso;Ter sucessa;Ter sucessos;Ter sucessas,1
SUCCEEDED,Conseguiu;Conseguius,1
SUCCEEDING,Sucessos;Sucessas;Sucessa;Sucesso,1
SUCCEEDS,Consegue;Consegues,1
SUCCESS,SUCESSO;SUCESSOs,1
SUCCESSES,Sucessos;Sucessoss,1
SUCCESSFUL,BEM-SUCEDIDOs;BEM-SUCEDIDO,1
SUCCESSFULLY,Com sucessas;Com sucesso;Com sucessa;Com sucessos,1
SUE,PROCESSAR;PROCESSARs,-1
SUED,Processada;Processados;Processadas;Processado,-1
SUES,Sues;Suess,-1
SUFFER,SOFRER;SOFRERs,-1
SUFFERED,Sofreu;Sofreus,-1
SUFFERING,SOFRIMENTO;SOFRIMENTOs,-1
SUFFERS,Sofre;Sofres,-1
SUING,Processandas;Processando;Processanda;Processandos,-1
SUMMONED,Convocada;Convocados;Convocadas;Convocado,-1
SUMMONING,Invocaçãa;Invocação;Invocaçãas;Invocaçãos,-1
SUMMONS,Intimação,-1
SUMMONSES,Convocos;Convoca;Convoco;Convocas,-1
SUPERIOR,SUPERIORs;SUPERIOR,1
SURPASS,SUPERAR;SUPERARs,1
SURPASSED,Superadas;Superados;Superado;Superada,1
SURPASSES,Ultrapassas;Ultrapasso;Ultrapassa;Ultrapassos,1
SURPASSING,Ultrapassars;Ultrapassar,1
SUSCEPTIBILITY,Suscetibilidade;Suscetibilidades,-1
SUSCEPTIBLE,Suscetível;Suscetívels,-1
SUSPECT,SUSPEITOs;SUSPEITO,-1
SUSPECTED,Suspeito;Suspeitos;Suspeitas;Suspeita,-1
SUSPECTS,Suspeitos;Suspeitoss,-1
SUSPEND,SUSPENDER;SUSPENDERs,-1
SUSPENDED,Suspensa;Suspensas;Suspenso;Suspensos,-1
SUSPENDING,Suspenders;Suspender,-1
SUSPENDS,Suspende;Suspendes,-1
SUSPENSION,SUSPENSÃOs;SUSPENSÃO,-1
SUSPENSIONS,Suspensões;Suspensõess,-1
SUSPICION,SUSPEITA;SUSPEITAs,-1
SUSPICIONS,Suspeitass;Suspeitas,-1
SUSPICIOUS,SUSPEITOs;SUSPEITO,-1
SUSPICIOUSLY,Suspeito;Suspeitos;Suspeitas;Suspeita,-1
TAINT,Taint;Taints,-1
TAINTED,Contaminada;Contaminados;Contaminadas;Contaminado,-1
TAINTING,Contaminanda;Contaminandas;Contaminando;Contaminandos,-1
TAINTS,Contass;Contas,-1
TAMPERED,Adulterada;Adulterados;Adulteradas;Adulterado,-1
TENSE,TENSO;TENSOs,-1
TERMINATE,Rescindir;Rescindirs,-1
TERMINATED,Terminados;Terminada;Terminado;Terminadas,-1
TERMINATES,Termino;Terminas;Terminos;Termina,-1
TERMINATING,Terminandas;Terminando;Terminandos;Terminanda,-1
TERMINATION,Rescisão;Rescisãas;Rescisãos;Rescisãa,-1
TERMINATIONS,Terminaçõess;Terminações,-1
TESTIFY,Testemunhe;Testemunhes,-1
TESTIFYING,Testemunha;Testemunhas;Testemunhos;Testemunho,-1
THREAT,AMEAÇAs;AMEAÇA,-1
THREATEN,AMEAÇARs;AMEAÇAR,-1
THREATENED,AMEAÇADO;AMEAÇADOs,-1
THREATENING,Ameaçadors;Ameaçador,-1
THREATENS,Ameaço;Ameaças;Ameaços;Ameaça,-1
THREATS,Ameaças;Ameaçass,-1
TIGHTENING,Aperto;Apertos;Aperta;Apertas,-1
TOLERATE,TOLERARs;TOLERAR,-1
